Info,Info,Info,Objective,Objective,Extra Output,Variable,Variable,Variable
Iteration,Generation,Category,Cooling (Electric) (kWh),Heating (Gas) (kWh),Discomfort (All Clothing) (hr),Local shading type,Window Size,Site orientation (°)
736,18, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
737,18, ,305.199.054,15.691.766,15.220.000,No shading,"Height: 3.6m, Width: 1m",45
738,18, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
739,18, ,177.982.643,3.524.475.866,2.910.000,2m Sidefin,"Height: 3.6m, Width: 1m",45
740,18, ,173.787.907,3.691.828.077,2.630.000,2.5m Sidefin,"Height: 3.6m, Width: 1m",45
741,18, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
742,18, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
743,18, ,158.745.499,3.522.661.014,885.000,1m Sidefin + 1m Overhang,"Height: 3.6m, Width: 1m",45
744,18, ,1.069.318.178,5.874.044.331,1.005.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
745,18, ,1.061.363.068,6.447.869.851,1.345.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
746,18, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
747,18, ,267.688.759,3.420.597.062,11.855.000,1.5m Sidefin,"Height: 3.6m, Width: 5m",90
748,18, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
749,18, ,2.086.441.857,3.769.821.759,8.380.000,0.2m Louvre,"Height: 3.6m, Width: 2.5m",90
750,18, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
751,18, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
752,19, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
753,19, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
754,19, ,247.295.905,1.914.830.613,10.235.000,1.0m Overhang,"Height: 3.6m, Width: 1m",45
755,19, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
756,19, ,1.270.076.966,454.901.225,645.000,5m Overhang,"Height: 3.6m, Width: 1m",0
757,19, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
758,19, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
759,19, ,1.069.318.178,5.874.044.331,1.005.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
760,19, ,1.202.180.073,540.556.999,925.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
761,19, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
762,19, ,1.102.620.569,6.288.972.415,1.285.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
763,19, ,1.109.279.179,61.430.027,1.250.000,2.5m Sidefin,"Height: 3.6m, Width: 1m",180
764,19, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
765,19, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
766,19, ,251.851.436,1.971.757.732,10.805.000,1.0m Overhang,"Height: 3.6m, Width: 2.5m",45
767,19, ,1.327.064.763,545.286.112,1.060.000,2.0m Overhang,"Height: 3.6m, Width: 10m",180
768,19, ,269.471.555,1.125.832.975,10.080.000,0.5m Sidefin,"Height: 3.6m, Width: 2.5m",0
769,19, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
770,19, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
771,19, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
772,19, ,1.250.621.485,605.827.646,1.280.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",135
773,19, ,1.041.945.468,6.597.356.278,1.425.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
774,19, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
775,19, ,22.517.112,2.189.325.727,7.215.000,1.5m Overhang,"Height: 3.6m, Width: 1m",315
776,19, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
777,19, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
778,19, ,1.087.287.474,5.706.929.575,915.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
779,19, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
780,19, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
781,19, ,174.940.065,2.156.532.608,1.715.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 5m",0
782,19, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
783,19, ,242.979.472,2.304.253.019,10.005.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",45
784,19, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
785,19, ,1.139.628.146,5.507.262.713,860.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",45
786,19, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
787,19, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
788,19, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
789,19, ,1.334.434.502,541.118.108,1.050.000,2.0m Overhang,"Height: 3.6m, Width: 5m",180
790,19, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
791,19, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
792,19, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
793,19, ,1.061.363.068,6.447.869.851,1.345.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
794,19, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
795,19, ,320.072.146,151.493.867,16.015.000,No shading,"Height: 3.6m, Width: 2.5m",45
796,19, ,1.041.945.468,6.597.356.278,1.425.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
797,19, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
798,19, ,1.061.363.068,6.447.869.851,1.345.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
799,19, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
800,19, ,1.239.550.929,508.247.642,735.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
801,19, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
802,20, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
803,20, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
804,20, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
805,20, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
806,20, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
807,20, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
808,20, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
809,20, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
810,20, ,2.332.136.819,4.137.789.561,10.305.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",90
811,20, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
812,20, ,198.009.137,2.560.969.527,4.855.000,2.0m Overhang,"Height: 3.6m, Width: 5m",315
813,20, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
814,20, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
815,20, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
816,20, ,235.787.979,3.271.067.655,10.200.000,1.0m Overhang,"Height: 3.6m, Width: 1m",90
817,20, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
818,20, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
819,20, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
820,20, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
821,20, ,1.083.241.469,6.230.275.678,1.225.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
822,20, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
823,20, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
824,20, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
825,20, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
826,20, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
827,20, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
828,20, ,1.431.314.457,493.522.589,1.065.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",180
829,20, ,29.052.664,998.629.251,11.970.000,0.5m Sidefin,"Height: 3.6m, Width: 5m",0
830,20, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
831,20, ,1.157.152.249,583.530.307,1.095.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
832,20, ,234.204.885,337.822.749,8.435.000,1.0m Overhang,"Height: 3.6m, Width: 5m",270
833,20, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
834,20, ,1.514.140.728,532.218.421,2.805.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",135
835,20, ,1.636.725.026,5.088.985.374,4.145.000,1.5m Overhang,"Height: 3.6m, Width: 5m",225
836,20, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
837,20, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
838,20, ,327.436.566,149.152.165,16.375.000,No shading,"Height: 3.6m, Width: 10m",45
839,20, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
840,20, ,132.516.207,425.552.435,560.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",45
841,20, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
842,20, ,1.804.412.187,4.805.036.923,6.600.000,1.0m Overhang,"Height: 3.6m, Width: 1m",135
843,20, ,1.061.363.068,6.447.869.851,1.345.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
844,20, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
845,20, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
846,20, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
847,20, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
848,20, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
849,20, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
850,20, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
851,20, ,1.689.563.928,5.043.033.672,4.940.000,1.5m Overhang,"Height: 3.6m, Width: 5m",135
852,21, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
853,21, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
854,21, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
855,21, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
856,21, ,1.361.749.174,523.885.469,1.055.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",180
857,21, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
858,21, ,132.516.207,425.552.435,560.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",45
859,21, ,2.332.136.819,4.137.789.561,10.305.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",90
860,21, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
861,21, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
862,21, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
863,21, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
864,21, ,318.470.911,133.378.344,13.515.000,0.5m Sidefin,"Height: 3.6m, Width: 10m",315
865,21, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
866,21, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
867,21, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
868,21, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
869,21, ,1.215.016.412,618.638.158,1.310.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",135
870,21, ,1.885.211.535,4.686.294.011,7.450.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",135
871,21, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
872,21, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
873,21, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
874,21, ,1.209.343.153,62.220.329,1.345.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",135
875,21, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
876,21, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
877,21, ,220.234.426,2.167.309.106,6.810.000,1.5m Overhang,"Height: 3.6m, Width: 5m",315
878,21,Pareto,217.859.804,1.437.216.447,5.100.000,1m Sidefin + 1m Overhang,"Height: 3.6m, Width: 10m",0
879,21, ,203.227.404,2.888.047.234,4.965.000,1m Sidefin,"Height: 3.6m, Width: 1m",45
880,21, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
881,21, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
882,21, ,22.822.059,131.777.832,6.085.000,1.0m Overhang,"Height: 3.6m, Width: 2.5m",0
883,21, ,2.050.761.017,3.850.127.854,6.780.000,0.2m Louvre,"Height: 3.6m, Width: 5m",270
884,21, ,1.846.203.991,468.150.456,7.000.000,0.5m Overhang,"Height: 3.6m, Width: 1m",135
885,21, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
886,21, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
887,21, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
888,21, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
889,21, ,274.218.591,175.918.854,13.120.000,0.5m Overhang,"Height: 3.6m, Width: 1m",45
890,21, ,227.212.102,1.331.944.992,5.870.000,1.0m Overhang,"Height: 3.6m, Width: 10m",0
891,21, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
892,21, ,1.087.287.474,5.706.929.575,915.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
893,21, ,302.035.296,137.022.326,12.675.000,No shading,"Height: 3.6m, Width: 1m",315
894,21, ,289.358.913,158.909.219,11.920.000,1.5m Sidefin,"Height: 3.6m, Width: 5m",315
895,21, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
896,21, ,129.918.229,436.964.205,545.000,5m Overhang,"Height: 3.6m, Width: 1m",45
897,21, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
898,21, ,1.440.778.321,493.561.476,1.115.000,0.5m Overhang,"Height: 3.6m, Width: 5m",180
899,21, ,198.974.146,1.872.707.375,3.060.000,0.2m Louvre,"Height: 3.6m, Width: 10m",0
900,21, ,224.968.183,2.048.083.115,6.250.000,1.5m Overhang,"Height: 3.6m, Width: 1m",45
901,21, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
902,22, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
903,22, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
904,22, ,22.237.795,2.298.088.117,6.440.000,1.5m Overhang,"Height: 3.6m, Width: 5m",45
905,22, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
906,22, ,1.089.863.974,5.675.226.986,1.020.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",315
907,22, ,274.218.591,175.918.854,13.120.000,0.5m Overhang,"Height: 3.6m, Width: 1m",45
908,22, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
909,22, ,1.940.312.121,5.345.712.189,6.720.000,1.5m Sidefin,"Height: 3.6m, Width: 1m",270
910,22, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
911,22, ,22.237.795,2.298.088.117,6.440.000,1.5m Overhang,"Height: 3.6m, Width: 5m",45
912,22, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
913,22, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
914,22, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
915,22, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
916,22, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
917,22, ,1.209.395.214,51.145.756,860.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",315
918,22, ,126.804.822,478.642.786,725.000,5m Overhang,"Height: 3.6m, Width: 2.5m",0
919,22, ,179.702.354,2.880.541.693,985.000,2.5m Overhang,"Height: 3.6m, Width: 5m",45
920,22, ,1.625.652.329,5.203.858.556,4.035.000,0.2m Louvre,"Height: 3.6m, Width: 10m",135
921,22, ,247.295.905,1.914.830.613,10.235.000,1.0m Overhang,"Height: 3.6m, Width: 1m",45
922,22, ,1.762.683.915,4.984.406.968,6.280.000,2.0m Overhang,"Height: 3.6m, Width: 1m",135
923,22, ,212.518.442,3.681.572.191,7.045.000,1.5m Overhang,"Height: 3.6m, Width: 5m",270
924,22, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
925,22, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
926,22, ,1.732.849.452,4.976.560.034,5.545.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",135
927,22, ,1.804.412.187,4.805.036.923,6.600.000,1.0m Overhang,"Height: 3.6m, Width: 1m",135
928,22, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
929,22, ,170.136.806,3.245.930.961,795.000,2m Sidefin + 2m Overhang,"Height: 3.6m, Width: 5m",45
930,22, ,118.360.904,557.277.864,1.000.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
931,22, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
932,22, ,205.984.606,1.590.776.092,4.125.000,1m Sidefin + 1m Overhang,"Height: 3.6m, Width: 5m",0
933,22, ,278.769.362,1.088.523.121,11.060.000,1m Sidefin,"Height: 3.6m, Width: 5m",0
934,22, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
935,22, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
936,22, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
937,22, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
938,22, ,210.906.763,3.667.181.559,6.885.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",270
939,22, ,174.877.042,2.166.051.042,1.200.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",0
940,22, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
941,22, ,187.532.219,1.863.814.049,2.565.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 10m",0
942,22, ,1.165.219.391,6.355.105.146,1.360.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",90
943,22, ,132.516.207,425.552.435,560.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",45
944,22, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
945,22, ,1.041.945.468,6.597.356.278,1.425.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
946,22, ,179.702.354,2.880.541.693,985.000,2.5m Overhang,"Height: 3.6m, Width: 5m",45
947,22, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
948,22, ,188.924.762,1.915.073.433,2.825.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 1m",0
949,22, ,1.087.287.474,5.706.929.575,915.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
950,22, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
951,23, ,200.315.066,1.833.281.341,3.305.000,0.2m Louvre,"Height: 3.6m, Width: 2.5m",0
952,23, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
953,23, ,1.061.363.068,6.447.869.851,1.345.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
954,23, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
955,23, ,24384.43,186.406.472,8.745.000,1.0m Overhang,"Height: 3.6m, Width: 1m",315
956,23, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
957,23, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
958,23, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
959,23, ,162.228.732,249.747.144,800.000,2.5m Overhang,"Height: 3.6m, Width: 10m",0
960,23, ,21.613.062,1.604.816.156,5.295.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",0
961,23, ,122.810.105,4.454.607.739,645.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",0
962,23, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
963,23, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
964,23, ,21.613.062,1.604.816.156,5.295.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",0
965,23, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
966,23, ,185.956.133,2.596.894.407,1.415.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",45
967,23, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
968,23, ,21.613.062,1.604.816.156,5.295.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",0
969,23, ,1.470.884.818,553.526.214,2.525.000,2.5m Sidefin,"Height: 3.6m, Width: 2.5m",135
970,23, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
971,23, ,1.089.863.974,5.675.226.986,1.020.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",315
972,23, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
973,23, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
974,23, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
975,23, ,232.994.697,1.336.809.916,6.565.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
976,23, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
977,23, ,1.796.511.922,4.197.683.034,4.610.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",270
978,23, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
979,23, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
980,23, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
981,23, ,259.927.617,204.379.846,11.565.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 2.5m",45
982,23, ,1.194.407.611,554.341.437,985.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",0
