"Info","Info","Info","Objective","Objective","Extra Output","Extra Output","Variable","Variable",
"Iteration","Generation","Category","Cooling (Electric) (kWh)","Heating (Gas) (kWh)","Discomfort (All Clothing) (hr)","Lighting Energy (kWh)","Local shading type","Window Size","","","","","","","","",
"4019","83"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4020","83"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"4021","83"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"4022","83"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"4023","83"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"4024","83"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"4025","83"," ","20303.7683","6107.625097","892.5000","2637.93","2m Sidefin","Height: 3.6m, Width: 10m",
"4026","83"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"4027","83"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"4028","83"," ","9998.577","9581.49175","141.5000","2867.07","2.5m Overhang","Height: 3.6m, Width: 10m",
"4029","83"," ","7324.02392","12449.55737","247.5000","3509.05","1m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"4030","83"," ","9998.577","9581.49175","141.5000","2867.07","2.5m Overhang","Height: 3.6m, Width: 10m",
"4031","83"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"4032","83"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"4033","83"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4034","83"," ","15808.0093","7746.03941","557.0000","2723.65","1.5m Sidefin","Height: 3.6m, Width: 2.5m",
"4035","83"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"4036","83"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"4037","83"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"4038","83"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"4039","83"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"4040","83"," ","8471.933","11061.27532","182.0000","3026.68","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"4041","83"," ","7317.025793","14014.19706","322.5000","5317.62","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 2.5m",
"4042","83"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"4043","83"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4044","83"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"4045","83"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"4046","83"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"4047","83"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"4048","83"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"4049","83"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"4050","83"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"4051","83"," ","7282.802715","13578.2455","291.5000","3664.29","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"4052","83"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"4053","83"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"4054","83"," ","7317.025793","14014.19706","322.5000","5317.62","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 2.5m",
"4055","83"," ","7779.04757","12205.30663","222.5000","3050.38","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 5m",
"4056","83"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4057","83"," ","8471.933","11061.27532","182.0000","3026.68","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"4058","83"," ","20124.5051","6177.487779","883.0000","2649.21","2.5m Sidefin","Height: 3.6m, Width: 10m",
"4059","84"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"4060","84"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4061","84"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"4062","84"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"4063","84"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"4064","84"," ","9454.9611","10024.07584","142.5000","2893.62","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"4065","84"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"4066","84"," ","21240.3089","5783.770871","953.5000","2631.63","0.5m Sidefin","Height: 3.6m, Width: 10m",
"4067","84"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"4068","84"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"4069","84"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"4070","84"," ","7503.10736","12729.57936","248.0000","3281.97","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 5m",
"4071","84"," ","7259.202146","14196.11522","339.5000","6465.15","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 1m",
"4072","84"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"4073","84"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4074","84"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"4075","84"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4076","84"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"4077","84"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"4078","84"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"4079","84"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"4080","84"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"4081","84"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"4082","84"," ","7796.031676","13617.81124","323.5000","8780.93","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 1m",
"4083","84"," ","7613.454743","13000.95912","263.5000","3448.07","0.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"4084","84"," ","20536.6849","6015.0061","905.5000","2637.78","1.5m Sidefin","Height: 3.6m, Width: 10m",
"4085","84"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"4086","84"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"4087","84"," ","8471.933","11061.27532","182.0000","3026.68","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"4088","84"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"4089","84"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4090","84"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"4091","84"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"4092","84"," ","8471.933","11061.27532","182.0000","3026.68","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"4093","84"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"4094","84"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"4095","84"," ","7602.317551","13064.99089","267.5000","3442.72","1m Sidefin + 5m Overhang","Height: 3.6m, Width: 10m",
"4096","84"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4097","84"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"4098","84"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"4099","84"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"4100","84"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"4101","84"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"4102","84"," ","7499.571426","13674.20255","320.5000","7140.34","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 1m",
"4103","84"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"4104","84"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"4105","84"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4106","84"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4107","84"," ","18789.1426","6568.04274","773.5000","2665.94","1.5m Sidefin","Height: 3.6m, Width: 5m",
"4108","84"," ","10374.06619","10842.09056","281.0000","3419.93","2.5m Sidefin","Height: 3.6m, Width: 1m",
"4109","85"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"4110","85"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"4111","85"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"4112","85"," ","21575.429","5685.188681","978.0000","2628.06","No shading","Height: 3.6m, Width: 5m",
"4113","85"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"4114","85"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"4115","85"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"4116","85"," ","7282.802715","13578.2455","291.5000","3664.29","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"4117","85"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"4118","85"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"4119","85"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4120","85"," ","7779.04757","12205.30663","222.5000","3050.38","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 5m",
"4121","85"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"4122","85"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"4123","85"," ","7446.85603","12706.19494","245.0000","3061.40","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 2.5m",
"4124","85"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"4125","85"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"4126","85"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"4127","85"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"4128","85"," ","7324.02392","12449.55737","247.5000","3509.05","1m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"4129","85"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"4130","85"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"4131","85"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"4132","85"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4133","85"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4134","85"," ","15122.4146","7075.71946","439.0000","2814.36","1.0m Overhang","Height: 3.6m, Width: 10m",
"4135","85"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"4136","85"," ","11021.1026","10303.5706","287.0000","3047.48","1.5m Sidefin","Height: 3.6m, Width: 1m",
"4137","85"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"4138","85"," ","6946.551003","13259.72982","294.5000","4643.60","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"4139","85"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4140","85"," ","7111.890926","13459.46682","288.0000","3615.51","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 2.5m",
"4141","85"," ","7245.93243","12787.65233","242.5000","2823.36","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 1m",
"4142","85"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4143","85"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"4144","85"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"4145","85"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"4146","85"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4147","85"," ","12754.5212","7960.43102","269.5000","2832.08","1.5m Overhang","Height: 3.6m, Width: 5m",
"4148","85"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"4149","85"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"4150","85"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"4151","85"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"4152","85"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"4153","85"," ","7245.93243","12787.65233","242.5000","2823.36","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 1m",
"4154","85"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"4155","85"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"4156","85"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4157","85"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"4158","85"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"4159","86"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"4160","86"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"4161","86"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"4162","86"," ","9318.1053","10159.64155","143.0000","2894.19","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"4163","86"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"4164","86"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"4165","86"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"4166","86"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"4167","86"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"4168","86"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4169","86"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"4170","86"," ","12850.0092","7929.73719","274.0000","2827.57","1.5m Overhang","Height: 3.6m, Width: 10m",
"4171","86"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"4172","86"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"4173","86"," ","7789.35471","11960.00203","223.5000","3194.55","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"4174","86"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"4175","86"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"4176","86"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"4177","86"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"4178","86"," ","7613.454743","13000.95912","263.5000","3448.07","0.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"4179","86"," ","7777.57963","12311.24503","229.0000","3144.69","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 10m",
"4180","86"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"4181","86"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"4182","86"," ","8103.36942","11484.27539","200.0000","3033.65","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"4183","86"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"4184","86"," ","7282.802715","13578.2455","291.5000","3664.29","2m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"4185","86"," ","7317.025793","14014.19706","322.5000","5317.62","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 2.5m",
"4186","86"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"4187","86"," ","10374.06619","10842.09056","281.0000","3419.93","2.5m Sidefin","Height: 3.6m, Width: 1m",
"4188","86"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"4189","86"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
